Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R_1577,French Style Shallots with Cheese,French,"shallots, cheese, herb de provence, butter, cream, wine, baguette, beef",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,145,Hard,U_0461,"Indian, Chinese, Time: Long",3.8,Very delicious and easy to follow.,2025-12-23,Winter,Dessert,2,398,Soy,24.86,8.2,Winter
R_1329,Italian Style Oregano with Basil,Italian,"oregano, basil, mozzarella, tomato sauce, garlic, parmesan",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,148,Hard,U_0463,"American, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-29,Summer,Dessert,2,403,Soy,13.17,6.2,Summer
R_1675,Japanese Style Wasabi with Miso,Japanese,"wasabi, miso, tuna, salmon, seaweed, rice, soy sauce, mirin",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0072,"Italian, Greek, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-26,Autumn,Dessert,1,755,Soy,24.78,5.1,Autumn
R_1150,Mexican Style Tortilla with Avocado,Mexican,"tortilla, avocado, beans, lime, tomato, corn, cilantro",1. Chop ingredients. 2. Cook for 21 mins. 3. Serve.,21,Easy,U_0427,"Japanese, Mexican, Time: Any",4.8,"Absolutely loved it, will make again!",2025-04-23,Winter,Party,6,771,Soy,20.65,5.5,Winter
R_0448,Italian Style Oregano with Basil,Italian,"oregano, basil, mozzarella, pasta",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,122,Hard,U_0343,"Japanese, Greek, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-03-23,Year-round,Weeknight,1,296,Soy,11.08,7.7,Year-round
R_0343,Italian Style Garlic with Oregano,Italian,"garlic, oregano, pasta, parmesan, tomato sauce, basil",1. Chop ingredients. 2. Cook for 22 mins. 3. Serve.,22,Easy,U_0241,"Thai, Italian, Time: Any",4.8,"Absolutely loved it, will make again!",2025-04-17,Spring,Breakfast,6,386,Eggs,24.54,5.4,Spring
R_0951,Thai Style Curry paste with Noodles,Thai,"curry paste, noodles, fish sauce, peanut butter,  lemongrass",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0494,"Italian, American, Time: Short",3.8,Very delicious and easy to follow.,2025-06-25,Winter,Healthy,2,290,Dairy,13.51,7.0,Winter
R_0152,Japanese Style Miso with Seaweed,Japanese,"miso, seaweed, wasabi, rice, salmon, mirin, soy sauce, tuna",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0398,"Mediterranean, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-12,Spring,Healthy,6,290,Gluten,21.38,2.4,Spring
R_0779,Greek Style Lamb with Olive oil,Greek,"lamb, olive oil,  tomato, greek yogurt, cucumber, feta, oregano",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0061,"Greek, American, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-03-14,Year-round,Dessert,6,155,Gluten,8.17,5.9,Year-round
R_0821,Greek Style Oregano with Garlic,Greek,"oregano, garlic, feta,  tomato, olive oil, greek yogurt, cucumber",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,48,Medium,U_0187,"French, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-19,Spring,Weeknight,2,537,Seafood,15.96,4.6,Spring
R_0424,Indian Style Coriander with Rice,Indian,"coriander, rice, turmeric, onion, ginger",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,34,Medium,U_0457,"Chinese, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-09-05,Spring,Breakfast,2,635,Nuts,9.97,2.7,Spring
R_0148,Mediterranean Style Lemon with Chickpeas,Mediterranean,"lemon, chickpeas, olive oil, pita, olives, cucumber, feta cheese, tahini",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,32,Medium,U_0095,"Mediterranean, Italian, Time: Short",4.8,"Absolutely loved it, will make again!",2025-02-07,Autumn,Weeknight,6,363,Dairy,22.0,2.9,Autumn
R_0920,Japanese Style Mirin with Soy sauce,Japanese,"mirin, soy sauce, rice, tuna, wasabi",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0080,"Chinese, French, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-08,Autumn,Breakfast,6,636,Gluten,9.79,1.9,Autumn
R_0496,American Style Tomato with Bbq sauce,American,"tomato, bbq sauce, potatoes, cheddar, beef patty, bun, mayo",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,33,Medium,U_0003,"Chinese, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-01-14,Year-round,Festive,2,630,Gluten,9.91,6.3,Year-round
R_0289,Mediterranean Style Lemon with Pita,Mediterranean,"lemon, pita, olives, tahini",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,135,Hard,U_0283,"Indian, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-24,Year-round,Healthy,1,166,Seafood,6.65,4.8,Year-round
R_0219,American Style Bun with Tomato,American,"bun, tomato, lettuce, mayo, cheddar, beef patty, potatoes, bbq sauce",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0235,"American, Mexican, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-12-04,Summer,Festive,6,310,Dairy,3.23,4.7,Summer
R_1718,Italian Style Mozzarella with Parmesan,Italian,"mozzarella, parmesan, tomato sauce, olive oil, basil, oregano, pasta, garlic",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,146,Hard,U_0260,"Mexican, Mediterranean, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-22,Year-round,Dessert,2,583,Soy,21.53,1.2,Year-round
R_1556,French Style Shallots with Herb de provence,French,"shallots, herb de provence, wine, butter",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,148,Hard,U_0179,"Indian, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-10-28,Autumn,Weeknight,2,551,Eggs,9.4,9.7,Autumn
R_1147,Thai Style Noodles with Curry paste,Thai,"noodles, curry paste, fish sauce,  lemongrass, shrimp, coconut milk, peanut butter",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,38,Medium,U_0059,"French, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-08,Autumn,Breakfast,4,403,Eggs,23.66,8.8,Autumn
R_0762,Italian Style Oregano with Garlic,Italian,"oregano, garlic, basil, mozzarella, olive oil, parmesan",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0120,"American, Indian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-03-14,Spring,Dessert,4,262,Seafood,18.47,9.0,Spring
R_0240,Indian Style Curry powder with Turmeric,Indian,"curry powder, turmeric, ginger, onion, garlic, coconut milk, coriander",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,80,Hard,U_0362,"French, Japanese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-06,Summer,Healthy,6,542,Eggs,2.11,4.4,Summer
R_0737,Greek Style Greek yogurt with Olive oil,Greek,"greek yogurt, olive oil, feta, cucumber, lamb",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,41,Medium,U_0093,"Mexican, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-24,Year-round,Party,1,752,Nuts,2.23,1.4,Year-round
R_1950,Japanese Style Soy sauce with Wasabi,Japanese,"soy sauce, wasabi, mirin, rice, miso",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0398,"Mediterranean, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-18,Summer,Party,2,638,Eggs,15.47,9.2,Summer
R_1470,Mediterranean Style Chickpeas with Olive oil,Mediterranean,"chickpeas, olive oil, tahini, olives, lemon, feta cheese",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0195,"French, Italian, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-11,Winter,Healthy,1,635,Nuts,13.5,4.1,Winter
R_1287,Chinese Style Scallions with Garlic,Chinese,"scallions, garlic, broccoli, tofu",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0004,"Mediterranean, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-10-25,Spring,Dessert,1,372,Eggs,19.55,9.9,Spring
R_1912,Mexican Style Corn with Tortilla,Mexican,"corn, tortilla, cilantro, lime, cheese",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,42,Medium,U_0277,"Indian, Greek, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-01-01,Spring,Weeknight,2,353,Dairy,7.59,2.0,Spring
R_1589,Greek Style Olive oil with Lamb,Greek,"olive oil, lamb, greek yogurt, oregano, garlic,  tomato, cucumber, feta",1. Chop ingredients. 2. Cook for 13 mins. 3. Serve.,13,Easy,U_0449,"Italian, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-06-20,Winter,Weeknight,4,763,Eggs,23.02,6.3,Winter
R_1012,Mexican Style Cilantro with Beans,Mexican,"cilantro, beans, tortilla, tomato, avocado",1. Chop ingredients. 2. Cook for 24 mins. 3. Serve.,24,Easy,U_0470,"Greek, Italian, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-09,Winter,Breakfast,4,781,Dairy,18.74,6.2,Winter
R_1336,Greek Style Garlic with  tomato,Greek,"garlic,  tomato, lamb, cucumber, olive oil, greek yogurt, feta",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,36,Medium,U_0416,"Greek, French, Time: Any",4.8,"Absolutely loved it, will make again!",2025-10-03,Summer,Breakfast,2,762,Nuts,19.04,2.7,Summer
R_1388,Japanese Style Rice with Tuna,Japanese,"rice, tuna, salmon, mirin, miso, soy sauce",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0109,"American, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-28,Spring,Healthy,4,349,Nuts,4.91,7.7,Spring
R_0744,Italian Style Mozzarella with Oregano,Italian,"mozzarella, oregano, parmesan, basil, garlic, tomato sauce, olive oil",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0335,"French, Italian, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-11-07,Summer,Weeknight,2,540,Gluten,12.75,3.5,Summer
R_0644,American Style Beef patty with Cheddar,American,"beef patty, cheddar, bbq sauce, mayo, bun",1. Chop ingredients. 2. Cook for 10 mins. 3. Serve.,10,Easy,U_0024,"Greek, American, Time: Long",4.8,"Absolutely loved it, will make again!",2025-12-24,Winter,Healthy,4,443,Soy,7.2,9.0,Winter
R_1139,Mediterranean Style Olive oil with Feta cheese,Mediterranean,"olive oil, feta cheese, chickpeas, tahini, pita, lemon, olives",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,97,Hard,U_0489,"Mexican, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-16,Year-round,Festive,4,444,None,6.81,8.2,Year-round
R_0439,Japanese Style Salmon with Tuna,Japanese,"salmon, tuna, seaweed, rice, miso, soy sauce, mirin, wasabi",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0016,"American, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-04-14,Spring,Festive,6,571,Gluten,9.83,2.4,Spring
R_0077,Thai Style  lemongrass with Shrimp,Thai," lemongrass, shrimp, coconut milk, curry paste, fish sauce, peanut butter, noodles",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,101,Hard,U_0462,"Mexican, Indian, Time: Long",3.8,Very delicious and easy to follow.,2025-05-18,Winter,Dessert,1,714,Gluten,18.58,9.0,Winter
R_0976,American Style Potatoes with Bun,American,"potatoes, bun, cheddar, mayo, beef patty, bacon",1. Chop ingredients. 2. Cook for 26 mins. 3. Serve.,26,Easy,U_0038,"Thai, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-06,Spring,Weeknight,6,720,None,18.15,3.4,Spring
R_1818,American Style Mayo with Lettuce,American,"mayo, lettuce, beef patty, bbq sauce, tomato, bacon",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,68,Hard,U_0421,"Mediterranean, American, Time: Long",5.0,"Absolutely loved it, will make again!",2025-11-23,Year-round,Party,1,466,Gluten,13.38,6.6,Year-round
R_0636,Italian Style Pasta with Garlic,Italian,"pasta, garlic, olive oil, tomato sauce, oregano, basil",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,90,Hard,U_0208,"French, American, Time: Long",3.8,Very delicious and easy to follow.,2025-06-23,Year-round,Weeknight,1,404,Gluten,24.76,1.0,Year-round
R_1341,Mexican Style Corn with Beans,Mexican,"corn, beans, jalapeno, cilantro, tortilla",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,70,Hard,U_0335,"French, Italian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-04-07,Autumn,Party,4,453,None,13.76,2.4,Autumn
R_0347,Indian Style Coriander with Onion,Indian,"coriander, onion, coconut milk, curry powder, turmeric",1. Chop ingredients. 2. Cook for 30 mins. 3. Serve.,30,Easy,U_0065,"French, American, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-10-29,Summer,Healthy,2,590,Seafood,24.9,9.4,Summer
R_0822,Chinese Style Ginger with Broccoli,Chinese,"ginger, broccoli, sesame oil, tofu, garlic, scallions",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0264,"French, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-06-15,Autumn,Breakfast,4,372,Eggs,11.62,7.9,Autumn
R_1731,American Style Potatoes with Bbq sauce,American,"potatoes, bbq sauce, mayo, bun",1. Chop ingredients. 2. Cook for 17 mins. 3. Serve.,17,Easy,U_0223,"Mediterranean, Japanese, Time: Short",3.8,Very delicious and easy to follow.,2025-10-02,Summer,Healthy,1,698,Nuts,23.07,8.6,Summer
R_1472,Mediterranean Style Chickpeas with Feta cheese,Mediterranean,"chickpeas, feta cheese, tahini, olives, cucumber",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,86,Hard,U_0137,"Italian, Greek, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-12,Winter,Breakfast,6,255,None,4.45,6.9,Winter
R_0372,Thai Style Coconut milk with Peanut butter,Thai,"coconut milk, peanut butter, shrimp, fish sauce, noodles,  lemongrass",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,47,Medium,U_0456,"Italian, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-12-14,Winter,Weeknight,4,777,Eggs,22.52,2.2,Winter
R_0917,Greek Style Olive oil with  tomato,Greek,"olive oil,  tomato, lamb, cucumber, garlic",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,31,Medium,U_0309,"Italian, Greek, Time: Any",4.8,"Absolutely loved it, will make again!",2025-08-16,Summer,Dessert,6,334,None,23.69,6.1,Summer
R_1608,Indian Style Coriander with Coconut milk,Indian,"coriander, coconut milk, garlic, ginger, turmeric, curry powder",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,30,Medium,U_0444,"Italian, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-08-14,Year-round,Festive,6,580,Dairy,21.29,1.9,Year-round
R_0924,Indian Style Ginger with Curry powder,Indian,"ginger, curry powder, turmeric, coriander, onion, rice",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0418,"Mediterranean, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-15,Summer,Party,6,323,Dairy,10.4,3.5,Summer
R_0541,Japanese Style Tuna with Seaweed,Japanese,"tuna, seaweed, rice, soy sauce, salmon",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,108,Hard,U_0378,"Thai, Japanese, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-09-13,Summer,Breakfast,1,516,None,2.69,5.0,Summer
R_1310,Thai Style Shrimp with Coconut milk,Thai,"shrimp, coconut milk,  lemongrass, curry paste, peanut butter, fish sauce, noodles",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,131,Hard,U_0411,"American, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-23,Autumn,Breakfast,6,403,Dairy,8.87,7.7,Autumn
R_0841,Thai Style Peanut butter with Noodles,Thai,"peanut butter, noodles, curry paste, coconut milk, fish sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,45,Medium,U_0219,"Japanese, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-01-23,Summer,Festive,6,500,Eggs,16.67,8.0,Summer
R_0404,Indian Style Ginger with Curry powder,Indian,"ginger, curry powder, onion, coriander",1. Chop ingredients. 2. Cook for 15 mins. 3. Serve.,15,Easy,U_0013,"Mexican, Italian, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-13,Spring,Weeknight,2,755,Seafood,3.47,5.5,Spring
R_0664,Greek Style Oregano with Lamb,Greek,"oregano, lamb, olive oil,  tomato",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,41,Medium,U_0140,"Thai, French, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-13,Summer,Healthy,1,785,None,24.48,8.4,Summer
R_1691,American Style Mayo with Lettuce,American,"mayo, lettuce, bacon, potatoes, cheddar",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,138,Hard,U_0051,"Mediterranean, Thai, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-05-23,Spring,Party,6,334,Seafood,9.43,3.5,Spring
R_1677,French Style Shallots with Butter,French,"shallots, butter, beef, wine",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,57,Medium,U_0404,"Indian, Thai, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-05-03,Autumn,Weeknight,1,451,Soy,21.76,8.5,Autumn
R_1100,American Style Mayo with Tomato,American,"mayo, tomato, beef patty, lettuce, bun",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,75,Hard,U_0127,"Mexican, Greek, Time: Long",3.8,Very delicious and easy to follow.,2025-08-16,Summer,Dessert,6,754,Eggs,19.55,6.9,Summer
R_1331,Greek Style Feta with Oregano,Greek,"feta, oregano, olive oil,  tomato, garlic, lamb, greek yogurt",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0017,"Japanese, Chinese, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-01-27,Year-round,Breakfast,2,510,Eggs,4.38,7.3,Year-round
R_0269,Japanese Style Mirin with Tuna,Japanese,"mirin, tuna, wasabi, salmon, miso, soy sauce",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,41,Medium,U_0402,"Mediterranean, Thai, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-23,Summer,Healthy,1,267,Nuts,17.39,6.5,Summer
R_0565,Thai Style Shrimp with Fish sauce,Thai,"shrimp, fish sauce,  lemongrass, noodles",1. Chop ingredients. 2. Cook for 24 mins. 3. Serve.,24,Easy,U_0376,"Mexican, Greek, Time: Short",3.8,Very delicious and easy to follow.,2025-10-30,Spring,Weeknight,6,465,Eggs,12.21,8.0,Spring
R_1179,Mexican Style Lime with Avocado,Mexican,"lime, avocado, cheese, cilantro, jalapeno, corn",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,60,Medium,U_0041,"Chinese, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-05,Spring,Breakfast,6,161,None,14.4,5.9,Spring
R_1287,Chinese Style Scallions with Garlic,Chinese,"scallions, garlic, broccoli, tofu",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0250,"Italian, Mediterranean, Time: Short",3.8,Very delicious and easy to follow.,2025-06-08,Spring,Dessert,1,372,Eggs,19.55,9.9,Spring
R_0653,Mediterranean Style Pita with Olives,Mediterranean,"pita, olives, feta cheese, chickpeas, olive oil, cucumber",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,53,Medium,U_0457,"Chinese, American, Time: Short",3.0,"Decent meal, nothing spectacular.",2025-05-26,Year-round,Festive,2,211,None,22.27,5.5,Year-round
R_1511,American Style Mayo with Bun,American,"mayo, bun, bacon, bbq sauce, cheddar, potatoes, tomato",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0101,"Greek, Indian, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-07-18,Winter,Weeknight,2,618,Soy,3.18,5.9,Winter
R_1645,Italian Style Tomato sauce with Mozzarella,Italian,"tomato sauce, mozzarella, basil, parmesan",1. Chop ingredients. 2. Cook for 16 mins. 3. Serve.,16,Easy,U_0287,"Chinese, French, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-13,Summer,Festive,4,169,Seafood,17.53,3.6,Summer
R_1710,Japanese Style Soy sauce with Miso,Japanese,"soy sauce, miso, tuna, salmon, seaweed, rice, mirin",1. Chop ingredients. 2. Cook for 14 mins. 3. Serve.,14,Easy,U_0043,"Italian, Mediterranean, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-12-05,Winter,Party,4,551,Seafood,9.22,5.2,Winter
R_1195,Japanese Style Seaweed with Wasabi,Japanese,"seaweed, wasabi, tuna, soy sauce, salmon",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0373,"Mediterranean, American, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-11-23,Spring,Weeknight,4,763,Nuts,3.28,1.2,Spring
R_0270,Greek Style Oregano with Garlic,Greek,"oregano, garlic, feta, olive oil,  tomato, lamb",1. Chop ingredients. 2. Cook for 11 mins. 3. Serve.,11,Easy,U_0423,"American, Indian, Time: Medium",3.0,"Decent meal, nothing spectacular.",2025-07-15,Autumn,Party,4,175,Seafood,22.96,8.2,Autumn
R_0817,French Style Butter with Wine,French,"butter, wine, cheese, baguette, cream",1. Chop ingredients. 2. Cook for 23 mins. 3. Serve.,23,Easy,U_0123,"Japanese, Italian, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-09-15,Autumn,Weeknight,4,623,Soy,15.78,3.0,Autumn
R_1971,Thai Style Shrimp with Peanut butter,Thai,"shrimp, peanut butter, coconut milk, noodles",1. Chop ingredients. 2. Cook for 28 mins. 3. Serve.,28,Easy,U_0467,"Mexican, French, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-12-26,Year-round,Breakfast,4,378,Dairy,18.77,9.4,Year-round
R_1193,Mexican Style Cheese with Tomato,Mexican,"cheese, tomato, jalapeno, cilantro, tortilla, lime, avocado, corn",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,40,Medium,U_0235,"American, Mexican, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-08-12,Winter,Breakfast,2,209,Seafood,21.43,3.2,Winter
R_1053,American Style Bacon with Bun,American,"bacon, bun, potatoes, tomato, mayo, lettuce, cheddar, beef patty",1. Chop ingredients. 2. Cook for 27 mins. 3. Serve.,27,Easy,U_0096,"American, Italian, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-02-10,Winter,Weeknight,4,678,Soy,20.39,1.6,Winter
R_1117,American Style Beef patty with Tomato,American,"beef patty, tomato, lettuce, cheddar, potatoes, bacon",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,144,Hard,U_0465,"Mediterranean, Chinese, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-03,Year-round,Healthy,6,733,None,5.46,7.9,Year-round
R_1346,Mexican Style Cilantro with Corn,Mexican,"cilantro, corn, jalapeno, avocado, cheese, lime, tomato, tortilla",1. Chop ingredients. 2. Cook for 25 mins. 3. Serve.,25,Easy,U_0457,"Chinese, American, Time: Short",3.8,Very delicious and easy to follow.,2025-09-02,Year-round,Weeknight,2,676,None,18.06,1.5,Year-round
R_0547,Greek Style Olive oil with Cucumber,Greek,"olive oil, cucumber, garlic, oregano, greek yogurt",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,64,Hard,U_0363,"Greek, Indian, Time: Long",5.0,"Absolutely loved it, will make again!",2025-09-08,Year-round,Festive,2,463,Nuts,11.78,9.4,Year-round
R_1856,Japanese Style Salmon with Miso,Japanese,"salmon, miso, seaweed, rice, mirin, soy sauce, tuna, wasabi",1. Chop ingredients. 2. Cook for 29 mins. 3. Serve.,29,Easy,U_0410,"Greek, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-06-04,Spring,Festive,1,741,Soy,14.02,9.7,Spring
R_1813,Japanese Style Soy sauce with Salmon,Japanese,"soy sauce, salmon, miso, rice, seaweed, tuna, wasabi",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,128,Hard,U_0427,"Japanese, Mexican, Time: Any",4.8,"Absolutely loved it, will make again!",2025-01-04,Autumn,Healthy,6,645,Gluten,16.63,9.5,Autumn
R_0653,Mediterranean Style Pita with Olives,Mediterranean,"pita, olives, feta cheese, chickpeas, olive oil, cucumber",1. Prep protein. 2. Simmer sauce for 20 mins. 3. Bake and Serve.,53,Medium,U_0379,"Thai, Mediterranean, Time: Medium",4.8,"Absolutely loved it, will make again!",2025-06-16,Year-round,Festive,2,211,None,22.27,5.5,Year-round
R_1332,Indian Style Cumin with Curry powder,Indian,"cumin, curry powder, coriander, coconut milk",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,100,Hard,U_0131,"Mexican, Mediterranean, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-07-11,Autumn,Festive,2,654,Soy,23.74,3.0,Autumn
R_1042,Indian Style Curry powder with Onion,Indian,"curry powder, onion, rice, turmeric, garlic, coconut milk, ginger, coriander",1. Marinate overnight. 2. Slow cook for 1 hour. 3. Garnish and rest before serving.,87,Hard,U_0427,"Japanese, Mexican, Time: Any",3.0,"Decent meal, nothing spectacular.",2025-09-14,Spring,Breakfast,4,252,Seafood,22.59,9.3,Spring
R_1995,Italian Style Pasta with Garlic,Italian,"pasta, garlic, olive oil, basil",1. Chop ingredients. 2. Cook for 12 mins. 3. Serve.,12,Easy,U_0224,"Japanese, Mexican, Time: Long",3.0,"Decent meal, nothing spectacular.",2025-08-08,Autumn,Weeknight,6,796,None,15.5,6.4,Autumn
R_0105,Mediterranean Style Chickpeas with Olives,Mediterranean,"chickpeas, olives, tahini, pita, olive oil",1. Chop ingredients. 2. Cook for 19 mins. 3. Serve.,19,Easy,U_0063,"Chinese, Greek, Time: Short",3.8,Very delicious and easy to follow.,2025-09-26,Year-round,Dessert,4,677,Seafood,11.16,3.3,Year-round
